train/n_updates,train/learning_rate,train/explained_variance,train/entropy_loss,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/value_loss,train/policy_loss,time/iterations,rollout/ep_rew_mean,train/std,time/fps
162499,0.0007,0.787908435,-17.76532936,24,15544,812500,292.089325,125.1051178,162500,266.12572,1.244308352,52
162599,0.0007,0.648719579,-17.77807808,24,15554,813000,1066.144043,-610.5748901,162600,265.70481,1.245318294,52
162699,0.0007,0.886452973,-17.766819,24,15564,813500,399.0511169,323.8401794,162700,262.45531,1.243970633,52
162799,0.0007,0.994679878,-17.75614166,24,15574,814000,39.93573761,-102.1005707,162800,268.7074,1.24355793,52
162899,0.0007,0.995635316,-17.74583817,24,15583,814500,9.663068771,-47.93653107,162900,279.25113,1.243304014,52
162999,0.0007,0.989383389,-17.72517586,24,15593,815000,134.4480133,-64.02005768,163000,293.78116,1.241776347,52
163099,0.0007,0.634609848,-17.72493744,24,15603,815500,699.4559937,151.9708862,163100,309.34628,1.242783427,52
163199,0.0007,-0.350521803,-17.74047661,24,15612,816000,519.4078979,-93.76589203,163200,316.3319,1.246457458,52
163299,0.0007,0.89115873,-17.7715168,24,15622,816500,199.3336029,-207.8383026,163300,312.96607,1.2498492,52
163399,0.0007,0.99811061,-17.78608513,24,15632,817000,10.25676537,-49.19046783,163400,312.9707,1.251348853,52
163499,0.0007,0.997284772,-17.83530235,24,15641,817500,1.151081443,-3.965094328,163500,315.97509,1.256344795,52
163599,0.0007,0.986852302,-17.86799049,24,15650,818000,131.3955994,-41.03932953,163600,317.09878,1.259176135,52
163699,0.0007,0.81647785,-17.89743042,24,15660,818500,548.4407959,320.001709,163700,318.39796,1.262606025,52
163799,0.0007,0.428161323,-17.88239479,24,15670,819000,460.480072,269.1356506,163800,321.8718,1.261033177,52
163899,0.0007,0.948893696,-17.87346458,24,15680,819500,823.3821411,-456.1044312,163900,319.83303,1.260086298,52
163999,0.0007,0.982634496,-17.86680794,24,15690,820000,24.61177063,-51.14153671,164000,312.01271,1.258691669,52
164099,0.0007,0.998626454,-17.89126015,24,15700,820500,2.015584469,-20.10569,164100,315.60248,1.261453629,52
164199,0.0007,0.990931819,-17.88926315,24,15710,821000,144.7715759,83.94645691,164200,328.63493,1.261231899,52
164299,0.0007,0.697778374,-17.89230156,24,15720,821500,1175.078369,414.7286682,164300,337.79364,1.260519385,52
164399,0.0007,0.639849514,-17.88569641,24,15729,822000,1344.590454,646.1980591,164400,348.78247,1.260506034,52
164499,0.0007,0.40083015,-17.90189743,24,15739,822500,251.1493835,-12.93070698,164500,357.63338,1.263444781,52
164599,0.0007,0.8316475,-17.91197014,24,15749,823000,493.6388245,378.7967224,164600,365.82371,1.265007496,52
164699,0.0007,0.988776078,-17.90823936,24,15758,823500,216.0298767,250.4130402,164700,380.41184,1.26391077,52
164799,0.0007,0.975910293,-17.93735886,24,15768,824000,581.723999,-144.2245636,164800,391.93065,1.268263936,52
164899,0.0007,0.903336182,-17.97301674,24,15778,824500,2810.890137,917.4023438,164900,400.81689,1.271688461,52
164999,0.0007,0.770015165,-17.99431229,24,15788,825000,111.7961884,-67.02916718,165000,415.65189,1.275106549,52
165099,0.0007,0.825839952,-18.01904678,24,15797,825500,114.055481,-11.52101326,165100,416.82577,1.277621984,52
165199,0.0007,0.977141423,-17.97891235,24,15807,826000,23.02988815,-35.12147141,165200,403.19033,1.274485111,52
165299,0.0007,0.961668964,-17.93665123,24,15817,826500,16.30414391,-22.21708107,165300,398.20469,1.268983364,52
165399,0.0007,0.985393814,-17.95269394,24,15827,827000,234.130661,-9.446502686,165400,394.40645,1.272148132,52
165499,0.0007,0.900063716,-17.978899,24,15836,827500,1606.168701,596.5273438,165500,383.26181,1.2746346,52
165599,0.0007,0.741825789,-18.00850868,24,15846,828000,1190.391968,599.6332397,165600,381.48074,1.278449178,52
165699,0.0007,0.903830245,-18.02702904,24,15856,828500,67.36755371,-35.76196671,165700,383.35066,1.281415939,52
165799,0.0007,0.903224997,-18.00814438,24,15865,829000,103.2814713,-107.935257,165800,370.46069,1.279549718,52
165899,0.0007,0.972723752,-18.01209831,24,15875,829500,45.87323761,-106.1466827,165900,355.59199,1.279664159,52
165999,0.0007,0.984276094,-18.02941132,24,15885,830000,279.0279846,193.3019714,166000,346.36069,1.282023549,52
166099,0.0007,0.891348802,-18.07085419,24,15895,830500,407.5223083,278.3251343,166100,333.99787,1.287184834,52
166199,0.0007,0.160393178,-18.08763695,24,15905,831000,581.0823975,307.2492676,166200,321.8629,1.290597081,52
166299,0.0007,0.952179536,-18.08347702,24,15914,831500,267.2625732,-265.156311,166300,323.8331,1.290661693,52
166399,0.0007,0.938928999,-18.02585983,24,15924,832000,47.55767059,-14.90471172,166400,321.26237,1.284238577,52
166499,0.0007,0.974907286,-18.01616669,24,15934,832500,131.3235474,-208.1885223,166500,317.49047,1.282468677,52
166599,0.0007,0.998458634,-17.98697853,24,15943,833000,10.19779682,-3.309159756,166600,306.63812,1.278720617,52
166699,0.0007,0.765638188,-17.96025848,24,15953,833500,433.5598145,-188.4645081,166700,303.96377,1.275883198,52
166799,0.0007,0,-17.94236565,24,15963,834000,3067.958496,899.1383667,166800,298.02271,1.275020719,52
166899,0.0007,0.526477903,-17.94544411,24,15973,834500,262.3951721,148.7123413,166900,299.1001,1.27534008,52
166999,0.0007,0.998680079,-17.97842979,24,15983,835000,45.21530914,106.2706299,167000,304.2038,1.27982223,52
167099,0.0007,0.999209728,-17.92725182,24,15992,835500,0.922327697,13.26204109,167100,313.63609,1.274188995,52
167199,0.0007,0.992635642,-17.93571472,24,16002,836000,94.26886749,72.65013123,167200,318.88833,1.27496922,52
167299,0.0007,0.590354294,-17.89950371,24,16012,836500,318.9658203,32.18955994,167300,323.9979,1.270367026,52
167399,0.0007,-0.401183724,-17.90646172,24,16023,837000,700.5888672,319.5151367,167400,318.28958,1.27157867,52
167499,0.0007,0.855543882,-17.87885666,24,16032,837500,205.5922546,234.4130402,167500,316.89622,1.268149972,52
167599,0.0007,0.995513496,-17.86657906,24,16042,838000,4.256070137,4.346220016,167600,321.50527,1.267090678,52
167699,0.0007,0.996793485,-17.86126328,24,16052,838500,2.970184326,-22.78317451,167700,326.1664,1.266978383,52
167799,0.0007,0.99753982,-17.82014275,24,16062,839000,39.12966156,36.5761261,167800,330.5222,1.262148857,52
167899,0.0007,0.757682338,-17.80955315,24,16071,839500,433.783844,216.641922,167900,343.65153,1.259526849,52
167999,0.0007,0.335617542,-17.81428337,24,16081,840000,1017.647278,541.1286011,168000,354.65092,1.259857178,52
168099,0.0007,0.589009076,-17.80136871,24,16091,840500,315.9378052,312.8164978,168100,363.10497,1.25810349,52
168199,0.0007,0.99958196,-17.80319405,24,16101,841000,1.347102046,18.44968033,168200,372.90217,1.258088231,52
168299,0.0007,0.998612982,-17.81918144,24,16110,841500,5.138700962,36.78948212,168300,384.63007,1.260558963,52
168399,0.0007,0.988556419,-17.8573761,24,16120,842000,235.7016602,-155.0234985,168400,387.77317,1.26556623,52
168499,0.0007,0.902680643,-17.88817596,24,16130,842500,1697.863525,762.565918,168500,390.36879,1.269504905,52
168599,0.0007,0.46413058,-17.90667343,24,16140,843000,2392.520264,785.1815796,168600,391.82128,1.27139914,52
168699,0.0007,0.648876488,-17.9024086,24,16150,843500,265.9939575,298.3918762,168700,394.55595,1.269783854,52
168799,0.0007,0.998344988,-17.89927864,24,16160,844000,5.727246761,-34.34677887,168800,404.06533,1.269058347,52
168899,0.0007,0.909864075,-17.87656021,24,16169,844500,32.92982483,-23.09934425,168900,415.97508,1.266918182,52
168999,0.0007,0.990740571,-17.85313797,24,16179,845000,415.3729553,-257.6216736,169000,426.60089,1.263417125,52
169099,0.0007,0.825369179,-17.84588623,24,16189,845500,3244.102295,935.8171997,169100,444.54463,1.262411237,52
169199,0.0007,0.605159938,-17.82952881,24,16199,846000,924.9690552,491.7037964,169200,458.8078,1.25972569,52
169299,0.0007,0.86648801,-17.82689476,24,16209,846500,130.4229584,-180.1201172,169300,459.16847,1.258986712,52
169399,0.0007,0.997440335,-17.83202553,24,16218,847000,17.4650135,-69.51335144,169400,463.53723,1.259981036,52
169499,0.0007,0.999499185,-17.83648872,24,16228,847500,0.381460965,-9.40173912,169500,467.01355,1.261020064,52
169599,0.0007,0.983756742,-17.83572769,24,16238,848000,537.4602051,-261.3161011,169600,467.60507,1.262350678,52
169699,0.0007,0.76459074,-17.83852768,24,16248,848500,6251.845215,1286.852783,169700,474.76877,1.263486743,52
169799,0.0007,0.600849539,-17.8483448,24,16257,849000,1316.727295,534.8677368,169800,492.23411,1.263781071,52
169899,0.0007,0.739667028,-17.86469841,24,16268,849500,79.6466217,-119.649147,169900,502.73401,1.265302777,52
169999,0.0007,0.99524116,-17.85494614,24,16278,850000,37.47843552,-113.9744034,170000,504.85849,1.26519978,52
170099,0.0007,0.984090857,-17.81409645,24,16287,850500,8.722094536,-29.79602432,170100,494.44417,1.259611607,52
170199,0.0007,0.988478151,-17.87096786,24,16297,851000,252.1080322,-44.737854,170200,477.81226,1.265366793,52
170299,0.0007,0.847639903,-17.8632946,24,16307,851500,1861.311279,647.3537598,170300,458.3483,1.264493227,52
170399,0.0007,-0.280363083,-17.86047745,24,16316,852000,616.0386963,201.5722656,170400,446.4481,1.264281511,52
170499,0.0007,0.38743937,-17.87690544,24,16326,852500,96.5713501,-38.12036133,170500,444.6231,1.26631546,52
170599,0.0007,0.998338661,-17.8005619,24,16336,853000,172.417038,240.736496,170600,454.36851,1.258652806,52
170699,0.0007,0.998104923,-17.78671074,24,16346,853500,0.659010708,1.991934061,170700,469.50078,1.257144213,52
170799,0.0007,0.988817418,-17.80580902,24,16356,854000,438.6824646,-219.8408508,170800,483.03573,1.259853721,52
170899,0.0007,0.868114427,-17.83529282,24,16365,854500,4617.956543,1146.109497,170900,497.30158,1.262861133,52
170999,0.0007,0.613166153,-17.81715012,24,16375,855000,948.1031494,455.1224976,171000,507.88336,1.261304379,52
171099,0.0007,0.391325653,-17.82811165,24,16384,855500,75.45491028,22.26945114,171100,518.42972,1.262358427,52
171199,0.0007,0.837592527,-17.86409187,24,16394,856000,145.4546814,104.9850845,171200,528.07371,1.267510295,52
171299,0.0007,0.936712056,-17.8678627,24,16403,856500,77.15306091,-121.4735718,171300,538.96029,1.267456651,52
171399,0.0007,0.994393197,-17.86556435,24,16413,857000,214.2668915,-40.77807236,171400,549.23751,1.267182231,52
171499,0.0007,0.836243406,-17.88355064,24,16423,857500,1161.242432,447.7420349,171500,557.92685,1.270450354,52
171599,0.0007,0,-17.83129883,24,16432,858000,763.4898682,-85.93566895,171600,563.88512,1.264380574,52
171699,0.0007,0.777262643,-17.82141304,24,16441,858500,52.56180954,-32.194767,171700,564.65388,1.263909817,52
171799,0.0007,0.984421919,-17.84593773,24,16451,859000,13.18970203,-21.15585899,171800,567.72151,1.265754819,52
171899,0.0007,0.991405759,-17.83520508,24,16461,859500,63.85102081,-152.4145203,171900,571.29118,1.26432991,52
171999,0.0007,0.994997439,-17.84045982,24,16471,860000,251.6328125,116.2174454,172000,573.30022,1.264910817,52
172099,0.0007,0.769058526,-17.85973358,24,16480,860500,2239.560791,601.5336914,172100,574.8971,1.266309261,52
172199,0.0007,0.850753441,-17.87908173,24,16490,861000,791.7861328,450.3285217,172200,577.53003,1.268784046,52
172299,0.0007,0.845138848,-17.89119339,24,16499,861500,371.7581177,-329.2493591,172300,577.57367,1.270029545,52
172399,0.0007,0.998684365,-17.89722252,24,16509,862000,9.571998596,-48.5992012,172400,576.70471,1.270846605,52
172499,0.0007,0.9774726,-17.88312531,24,16519,862500,24.78643608,-83.63510132,172500,570.78437,1.268695951,52
172599,0.0007,0.982873347,-17.92051506,24,16528,863000,546.1580811,-79.89823151,172600,563.49537,1.273074985,52
172699,0.0007,0.738900572,-17.9118042,24,16538,863500,8378.886719,1471.543579,172700,556.84698,1.272325873,52
172799,0.0007,0.172338247,-17.91659546,24,16547,864000,6151.849609,1281.505859,172800,553.97359,1.27367425,52
172899,0.0007,0.962420523,-17.89893532,24,16557,864500,34.73595428,-96.20587158,172900,552.48848,1.271574616,52
172999,0.0007,0.994441765,-17.86935425,24,16567,865000,6.641778469,-26.01052856,173000,556.92746,1.26732564,52
173099,0.0007,0.999607969,-17.84157944,24,16576,865500,0.255968869,-6.351984978,173100,562.07881,1.264537692,52
173199,0.0007,0.994314294,-17.82689285,24,16586,866000,236.4544678,-57.31279755,173200,566.45905,1.26378262,52
173299,0.0007,0.400576115,-17.8083725,24,16596,866500,1557.834229,362.1585083,173300,570.69722,1.261573911,52
173399,0.0007,0.788453132,-17.83852768,24,16605,867000,960.9042969,-483.3140564,173400,574.00241,1.2651366,52
173499,0.0007,0.49760741,-17.85389519,24,16615,867500,402.2338257,-206.1007385,173500,576.32934,1.265696168,52
173599,0.0007,0.959362481,-17.87948418,24,16625,868000,54.26267624,79.7514267,173600,579.92299,1.268195271,52
173699,0.0007,0.991137845,-17.86510849,24,16634,868500,98.34608459,-175.3213196,173700,582.33527,1.266772032,52
173799,0.0007,0.996771955,-17.86558151,24,16644,869000,138.5544128,20.24547195,173800,582.06692,1.265767217,52
173899,0.0007,0.789240554,-17.87044525,24,16653,869500,1881.336548,-582.9918213,173900,581.21699,1.26756835,52
173999,0.0007,0.734179378,-17.81918335,24,16663,870000,913.4648438,-451.9928589,174000,581.28816,1.261655331,52
174099,0.0007,0.943304997,-17.81492996,24,16672,870500,66.82009888,-119.6339951,174100,580.97726,1.260360956,52
174199,0.0007,0.941201899,-17.82113266,24,16682,871000,96.50806427,-139.0525665,174200,578.70127,1.260713935,52
174299,0.0007,0.977108335,-17.81610298,24,16692,871500,8.01330471,17.54979324,174300,577.30334,1.25934124,52
174399,0.0007,0.999518635,-17.78546524,24,16701,872000,17.3432312,-7.714513302,174400,574.42168,1.256863236,52
174499,0.0007,0.609492034,-17.82100296,24,16711,872500,1288.166016,-58.20291901,174500,572.8776,1.260109425,52
174599,0.0007,0.767487109,-17.85113144,24,16721,873000,4428.171875,1142.323608,174600,571.96614,1.264237285,52
174699,0.0007,0.86320056,-17.85824203,24,16730,873500,533.1758423,364.4187622,174700,573.38016,1.264652014,52
174799,0.0007,0.998631367,-17.89690399,24,16740,874000,8.459756851,-46.32634354,174800,575.8443,1.268608928,52
174899,0.0007,0.977179518,-17.87255478,24,16749,874500,6.742850304,-2.933336735,174900,578.41904,1.265942097,52
174999,0.0007,0.996477731,-17.86285591,24,16759,875000,129.5295563,7.527990818,175000,576.88372,1.261642575,52
175099,0.0007,0.91959396,-17.83748436,24,16769,875500,791.8057861,395.7917175,175100,575.62362,1.260266185,52
175199,0.0007,0.429451227,-17.86973572,24,16778,876000,547.5361938,-130.9542236,175200,575.05913,1.264220357,52
175299,0.0007,0.992754103,-17.90275002,24,16788,876500,27.7038765,-90.32250977,175300,575.95,1.268787265,52
175399,0.0007,0.900427066,-17.91631699,24,16798,877000,129.5363007,147.262558,175400,577.32194,1.270749569,52
175499,0.0007,0.999463816,-17.91654587,24,16808,877500,13.02635193,63.5043869,175500,579.09719,1.270683765,52
175599,0.0007,0.997086042,-17.91732407,24,16817,878000,127.4447021,1.587109327,175600,581.5489,1.269835949,52
175699,0.0007,0.731926501,-17.93314362,24,16827,878500,1480.477295,606.8615112,175700,582.2766,1.272722244,52
175799,0.0007,0.658311039,-17.94874382,24,16836,879000,795.0073242,288.3317261,175800,582.49878,1.273949146,52
175899,0.0007,0.993684111,-17.96644592,24,16845,879500,60.48413086,-136.735321,175900,584.66247,1.276031017,52
175999,0.0007,0.962620787,-17.95716286,24,16855,880000,207.9502411,237.9922333,176000,587.15291,1.274268985,52
176099,0.0007,0.924833842,-17.91589737,24,16865,880500,100.6322174,-160.622345,176100,590.14744,1.269347548,52
176199,0.0007,0.997255834,-17.91913033,24,16874,881000,128.3316956,26.8514595,176200,592.56104,1.269205928,52
176299,0.0007,0.882609509,-17.93084335,24,16883,881500,793.2404175,362.9273987,176300,593.0432,1.271283031,52
176399,0.0007,0,-17.95457077,24,16893,882000,1640.694336,-570.8717041,176400,590.16565,1.273613453,52
176499,0.0007,0.963493235,-17.96287155,24,16903,882500,77.61135101,-138.221405,176500,586.40072,1.275425196,52
176599,0.0007,0.997943437,-17.96356773,24,16912,883000,8.310567856,-45.61973953,176600,579.22549,1.275713205,52
176699,0.0007,0.998150214,-17.95853615,24,16922,883500,1.620645523,-17.44870949,176700,572.17474,1.274589181,52
176799,0.0007,0.997900594,-17.9442997,24,16931,884000,104.9136581,-90.84905243,176800,564.07941,1.273162365,52
176899,0.0007,0.741431236,-17.92125511,24,16941,884500,1215.648193,327.4009399,176900,561.80799,1.270823359,52
176999,0.0007,0.785841599,-17.9275589,24,16951,885000,1890.984985,689.6696167,177000,562.1306,1.271888852,52
177099,0.0007,0.8888788,-17.91913033,24,16960,885500,83.60862732,-113.3552856,177100,565.3576,1.270058513,52
177199,0.0007,0.990381119,-17.89679146,24,16970,886000,80.66847229,-142.8142853,177200,570.13684,1.267285705,52
177299,0.0007,0.973435812,-17.86117744,24,16980,886500,9.383485794,21.26636124,177300,577.02868,1.26205349,52
177399,0.0007,0.999296628,-17.90862465,24,16990,887000,44.67860031,-72.3336792,177400,581.37178,1.267033696,52
177499,0.0007,0.878955752,-17.87816048,24,17000,887500,264.6069946,17.93644333,177500,583.94159,1.264445662,52
177599,0.0007,0.792393252,-17.91950798,24,17010,888000,3108.039795,875.2623901,177600,586.73737,1.269913554,52
177699,0.0007,0.993011431,-17.92336273,24,17020,888500,30.2129097,-100.1824493,177700,588.12963,1.270056248,52
177799,0.0007,0.99916651,-17.91703415,24,17029,889000,11.04602623,54.49930573,177800,589.06868,1.269931912,52
177899,0.0007,0.986475094,-17.90566444,24,17039,889500,5.434844971,-21.05194092,177900,589.32624,1.269386172,52
177999,0.0007,0.997067715,-17.89971542,24,17049,890000,127.2993622,38.97363281,178000,588.83116,1.268250346,52
178099,0.0007,0.873102501,-17.90313721,24,17059,890500,306.256897,-30.26099777,178100,587.03635,1.267534137,52
178199,0.0007,0.775313869,-17.90160561,24,17068,891000,1907.109375,746.3554077,178200,587.36434,1.267623425,52
178299,0.0007,0.951898646,-17.92862511,24,17078,891500,121.4012451,-162.9793243,178300,589.19699,1.271380424,52
178399,0.0007,0.989346142,-17.95140076,24,17088,892000,10.33324242,34.8365097,178400,590.81175,1.274834514,52
178499,0.0007,0.988198115,-17.94638634,24,17097,892500,37.02414703,-110.7763214,178500,594.27274,1.274772048,52
178599,0.0007,0.995494496,-17.97238731,24,17107,893000,236.5402374,-23.70057106,178600,598.23595,1.279627919,52
178699,0.0007,0.848994881,-17.9594841,24,17117,893500,1693.696045,714.6483154,178700,600.72293,1.277373791,52
178799,0.0007,0.081195414,-17.98112869,24,17127,894000,6548.979004,1243.69165,178800,601.32161,1.280578256,52
178899,0.0007,0.955561992,-17.98643494,24,17137,894500,42.58040619,21.28838158,178900,600.94573,1.28118813,52
178999,0.0007,0.992044211,-17.96163368,24,17147,895000,24.78005409,79.01377869,179000,599.19685,1.278512597,52
179099,0.0007,0.94187808,-17.94248009,24,17157,895500,22.02649689,40.62796783,179100,597.72196,1.276954532,52
179199,0.0007,0.997304255,-17.92238235,24,17167,896000,148.8935089,-90.38256836,179200,596.5626,1.275819778,52
179299,0.0007,0.873143539,-17.95024872,24,17176,896500,401.3557739,292.923584,179300,597.00393,1.279192448,52
179399,0.0007,0.908581093,-17.95863914,24,17186,897000,1516.846191,740.144165,179400,597.0847,1.279160738,52
179499,0.0007,0.710131705,-17.95072556,24,17196,897500,171.5341949,-8.946756363,179500,596.87084,1.279682636,52
179599,0.0007,0.995405226,-17.96256828,24,17205,898000,78.4797821,-150.8010101,179600,596.28668,1.280835748,52
179699,0.0007,0.998681667,-17.96139145,24,17215,898500,4.286407471,34.70667267,179700,594.56696,1.279817462,52
179799,0.0007,0.997215655,-17.92193985,24,17225,899000,121.830246,9.781096458,179800,593.41044,1.274821758,52
179899,0.0007,0.644327968,-17.92227554,24,17234,899500,1463.105225,662.1783447,179900,593.42976,1.275120139,52
179999,0.0007,0.970967978,-17.94160843,24,17243,900000,2475.368896,872.6907959,180000,593.65747,1.276977181,52
180099,0.0007,0.997743655,-17.9424572,24,17253,900500,11.66174984,-55.5984993,180100,594.44477,1.277390838,52
180199,0.0007,0.995860943,-17.92707253,24,17262,901000,36.67952728,98.69020844,180200,595.82791,1.274748802,52
180299,0.0007,0.999584314,-17.89165497,24,17272,901500,15.30717182,-67.33073425,180300,596.31387,1.271557331,52
180399,0.0007,0.996945435,-17.88761139,24,17282,902000,158.4059296,-78.62849426,180400,597.34163,1.269831181,52
180499,0.0007,1.79E-07,-17.86303329,24,17291,902500,1174.604736,314.139801,180500,599.23367,1.268129349,52
180599,0.0007,0.714941263,-17.84809685,24,17301,903000,1074.100952,-432.0949097,180600,601.77121,1.26647079,52
180699,0.0007,0.979962828,-17.83385849,24,17310,903500,150.7606201,205.0658875,180700,604.09419,1.264261603,52
180799,0.0007,0.961311076,-17.84645081,24,17320,904000,27.86732101,-6.494238377,180800,606.73233,1.26755476,52
180899,0.0007,0.992478963,-17.85768509,24,17329,904500,72.31341553,-156.5377197,180900,608.53729,1.267818332,52
180999,0.0007,0.98894776,-17.86581802,24,17339,905000,528.3252563,-2.697349548,181000,609.24353,1.269266367,52
181099,0.0007,0.795682892,-17.84201431,24,17348,905500,1630.670532,712.2182617,181100,609.0216,1.26716578,52
181199,0.0007,0.92599272,-17.8230629,24,17358,906000,148.6287842,-45.19573212,181200,608.72589,1.265148282,52
181299,0.0007,0.983578457,-17.86793518,24,17368,906500,457.5095825,393.9061279,181300,608.6959,1.270192981,52
181399,0.0007,0.96772363,-17.86769295,24,17378,907000,40.11922836,78.67524719,181400,609.19016,1.269892812,52
181499,0.0007,0.997493924,-17.86399269,24,17388,907500,57.12994385,-128.1649475,181500,609.77927,1.269302487,52
181599,0.0007,0.997074578,-17.84617233,24,17398,908000,175.0860291,-67.60128784,181600,610.87886,1.26785481,52
181699,0.0007,0.276910722,-17.82403755,24,17408,908500,2649.35083,915.7006836,181700,611.37406,1.26477778,52
181799,0.0007,0.965375926,-17.87204933,24,17417,909000,54.53766632,-41.88220596,181800,611.42688,1.270457506,52
181899,0.0007,0.99768653,-17.88996696,24,17427,909500,109.6537857,173.8574219,181900,611.31792,1.272443771,52
181999,0.0007,0.965775657,-17.88483047,24,17437,910000,42.10063171,-83.46287537,182000,611.31661,1.271523952,52
182099,0.0007,0.999368923,-17.87918091,24,17447,910500,2.424520493,-26.84044838,182100,611.37324,1.271498203,52
182199,0.0007,0.993401354,-17.86824417,24,17457,911000,467.2313538,-242.6266174,182200,611.70297,1.27056241,52
182299,0.0007,0.600911647,-17.82045174,24,17466,911500,3030.271729,912.6622314,182300,611.83712,1.265430331,52
182399,0.0007,0.959259465,-17.82291985,24,17476,912000,193.4713135,-194.7437592,182400,612.13103,1.266049266,52
182499,0.0007,0.99995113,-17.80941582,24,17486,912500,1.155867457,17.70164871,182500,612.10946,1.264230967,52
182599,0.0007,0.998005667,-17.81611633,24,17496,913000,2.910473347,-21.56636429,182600,612.07057,1.265090227,52
182699,0.0007,0.997729243,-17.79845238,24,17505,913500,0.762347281,-7.272981167,182700,611.99229,1.261913538,52
182799,0.0007,0.996424054,-17.77261734,24,17515,914000,222.5378113,-98.42332458,182800,611.97086,1.259316921,52
182899,0.0007,0.529147387,-17.78974342,24,17524,914500,2976.987061,868.3052979,182900,611.93304,1.261306643,52
182999,0.0007,0.976771755,-17.78663826,24,17534,915000,46.33705521,84.3522644,183000,611.99958,1.262476444,52
183099,0.0007,0.999521634,-17.82598114,24,17543,915500,72.61303711,-139.1500092,183100,612.08047,1.266511798,52
183199,0.0007,0.996657536,-17.82219124,24,17552,916000,2.391855001,-0.571192563,183200,612.24398,1.265937448,52
183299,0.0007,0.993309718,-17.82068825,24,17562,916500,7.021727085,35.9021492,183300,612.60063,1.265394807,52
183399,0.0007,0.998626224,-17.839077,24,17572,917000,112.2113419,-109.4032364,183400,612.85586,1.268397808,52
183499,0.0007,0.855332017,-17.83803368,24,17581,917500,150.8556061,91.22517395,183500,613.15744,1.268018126,52
183599,0.0007,0.9698756,-17.82281494,24,17590,918000,52.1528244,-63.36297607,183600,613.48373,1.266330719,52
183699,0.0007,0.99630564,-17.81172562,24,17600,918500,53.52106857,-105.6685944,183700,613.65265,1.263947248,52
183799,0.0007,0.981452934,-17.81978607,24,17609,919000,1027.470459,543.5804443,183800,613.80157,1.264750361,52
183899,0.0007,0.996979966,-17.82905769,24,17619,919500,2.720329762,24.33549118,183900,613.89391,1.265109897,52
183999,0.0007,0.997541283,-17.82039642,24,17628,920000,124.2884293,4.120407104,184000,613.99198,1.263747811,52
184099,0.0007,0.819797382,-17.81540298,24,17638,920500,365.0037231,247.8501434,184100,614.03584,1.262167454,52
184199,0.0007,0.58609423,-17.8153286,24,17648,921000,530.946228,78.4462738,184200,613.96016,1.261993766,52
184299,0.0007,0.947261468,-17.81844711,24,17657,921500,448.0375977,-322.919342,184300,613.79594,1.262144923,52
184399,0.0007,0.858976394,-17.8247509,24,17667,922000,106.9796524,-54.86380768,184400,613.51687,1.262506008,52
184499,0.0007,0.982604908,-17.84210587,24,17676,922500,50.42182922,-120.4037247,184500,613.25527,1.265327573,52
184599,0.0007,0.998260141,-17.81472778,24,17686,923000,215.1341095,-194.8983307,184600,612.98425,1.262140155,52
184699,0.0007,0.620829016,-17.79333878,24,17696,923500,342.6368408,-81.49924469,184700,612.994,1.259821415,52
184799,0.0007,0.750742361,-17.77353287,24,17705,924000,378.4525146,-109.2503891,184800,613.12128,1.25826931,52
184899,0.0007,0.911216915,-17.79855156,24,17714,924500,223.2270966,-9.348650932,184900,613.35806,1.262147307,52
184999,0.0007,0.863034561,-17.81518364,24,17724,925000,128.0668335,96.70640564,185000,613.54396,1.26408577,52
185099,0.0007,0.971473876,-17.86458015,24,17733,925500,36.58322906,-100.8714752,185100,613.71174,1.271044135,52
185199,0.0007,0.997599179,-17.84938049,24,17743,926000,121.1501236,9.887487411,185200,613.84574,1.26923871,52
185299,0.0007,0.920255974,-17.85484123,24,17752,926500,623.8163452,425.0045776,185300,613.88486,1.270711422,52
185399,0.0007,0.577937245,-17.83372116,24,17761,927000,568.9415894,28.87677383,185400,613.89646,1.268245459,52
185499,0.0007,0.922502577,-17.80511093,24,17771,927500,200.8296204,41.10089874,185500,613.92491,1.265236974,52
185599,0.0007,0.656171381,-17.80745316,24,17781,928000,307.2709045,193.731781,185600,613.92084,1.2658813,52
185699,0.0007,0.970337061,-17.83034134,24,17790,928500,13.7594099,45.80462646,185700,613.8603,1.2675879,52
185799,0.0007,0.991294035,-17.85182953,24,17800,929000,522.9293213,-128.5791779,185800,613.98981,1.270846128,52
185899,0.0007,0.831965327,-17.84274673,24,17810,929500,604.7183838,364.8731079,185900,614.22288,1.270033956,52
185999,0.0007,0.808328912,-17.86296844,24,17819,930000,461.1158142,-299.6152039,186000,614.37703,1.272393107,52
186099,0.0007,0.95175264,-17.84424782,24,17829,930500,124.4364471,-53.88647461,186100,614.61553,1.270452142,52
186199,0.0007,0.863781422,-17.84318161,24,17838,931000,509.4474487,369.0825195,186200,614.85366,1.270775318,52
186299,0.0007,0.974016614,-17.83164978,24,17848,931500,18.64017105,60.67636871,186300,614.88279,1.270430088,52
186399,0.0007,0.998793478,-17.81480598,24,17858,932000,88.47130585,-82.87705231,186400,614.92174,1.268375397,52
186499,0.0007,0.697438508,-17.83209801,24,17867,932500,401.5571899,199.0298615,186500,614.92346,1.270105124,52
186599,0.0007,0.953756038,-17.84809494,24,17877,933000,67.5641861,58.52006912,186600,614.94967,1.273190618,52
